pedido_id,cliente_id,data_pedido,valor_total,status_x,n_itens,transportadora_id,data_envio,data_entrega_prevista,data_entrega_real,atraso_dias,avaliacao_cliente,status_y,regiao_id,cidade,nome_x,tempo_medio_entrega_dias,taxa_atraso,nome_y,distancia_media_km,taxa_congestionamento,tempo_processamento,tempo_entrega_estimado,mes_pedido,dia_semana_pedido,fim_de_semana,atrasada,eficiencia_entrega,valor_total_scaled,tempo_processamento_scaled,tempo_entrega_estimado_scaled,distancia_media_km_scaled,taxa_congestionamento_scaled,metodo_pagamento_Cartão de Crédito,metodo_pagamento_Pix,metodo_pagamento_Transferência,estado_AL,estado_AM,estado_AP,estado_BA,estado_CE,estado_DF,estado_ES,estado_GO,estado_MA,estado_MG,estado_MS,estado_MT,estado_PA,estado_PB,estado_PE,estado_PI,estado_PR,estado_RJ,estado_RN,estado_RO,estado_RR,estado_RS,estado_SC,estado_SE,estado_SP,estado_TO
483,245,2023-10-25,1280.82,Entregue,2,5,2023-10-27,2023-11-02,2023-11-02,0,4,Entregue,2,Ramos,Transportadora_E,5,0.13,Região_B,1392,1.27,2,6,10,2,0,0,1.0,-1.0044451118507238,-0.0220287382372025,-1.052837869047833,0.5724959113297651,-1.791989627209704,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
484,28,2023-02-02,2614.66,Entregue,3,2,2023-02-05,2023-02-10,2023-02-10,0,5,Entregue,5,Marques da Mata,Transportadora_B,3,0.16,Região_E,1444,1.96,3,5,2,3,0,0,1.0,-0.21999513824588518,1.201790052718506,-1.277659109502207,0.7172905970746474,0.8548536624717598,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
485,232,2023-11-14,2776.91,Entregue,3,2,2023-11-15,2023-11-20,2023-11-20,0,3,Entregue,1,da Costa,Transportadora_B,3,0.16,Região_A,454,1.9,1,5,11,1,0,0,1.0,-0.12457364225132432,-1.245847529192911,-1.277659109502207,-2.039377458452919,0.6246933764125018,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
486,40,2023-02-25,2495.71,Entregue,2,3,2023-02-28,2023-03-10,2023-03-10,0,3,Entregue,2,Gomes das Pedras,Transportadora_C,8,0.2,Região_B,1392,1.27,3,10,2,5,1,0,1.0,-0.28995129817533355,1.201790052718506,-0.15355290723033735,0.5724959113297651,-1.791989627209704,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
487,151,2023-08-02,3930.18,Entregue,5,1,2023-08-05,2023-08-22,2023-08-22,0,3,Entregue,5,Siqueira,Transportadora_A,9,0.26,Região_E,1444,1.96,3,17,8,2,0,0,1.0,0.5536805869360236,1.201790052718506,1.4201957759502801,0.7172905970746474,0.8548536624717598,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
488,119,2023-09-24,4492.05,Entregue,3,6,2023-09-27,2023-10-16,2023-10-16,0,5,Entregue,1,da Cunha,Transportadora_F,10,0.21,Região_A,454,1.9,3,19,9,6,1,0,1.0,0.8841241983656936,1.201790052718506,1.869838256859028,-2.039377458452919,0.6246933764125018,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
489,235,2023-06-05,4579.37,Entregue,5,6,2023-06-07,2023-06-26,2023-06-26,0,3,Entregue,1,Oliveira da Serra,Transportadora_F,10,0.21,Região_A,454,1.9,2,19,6,0,0,0,1.0,0.9354783125736753,-0.0220287382372025,1.869838256859028,-2.039377458452919,0.6246933764125018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
490,181,2023-05-26,3305.58,Entregue,4,3,2023-05-27,2023-06-09,2023-06-09,0,5,Entregue,3,Pinto,Transportadora_C,8,0.2,Região_C,1336,1.7,1,13,5,4,0,0,1.0,0.18634458448176966,-1.245847529192911,0.5209108141327844,0.4165631728352765,-0.14250757711835713,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
491,83,2023-05-02,920.3,Entregue,1,3,2023-05-04,2023-05-17,2023-05-17,0,4,Entregue,3,da Mota,Transportadora_C,8,0.2,Região_C,1336,1.7,2,13,5,1,0,0,1.0,-1.2164719700076365,-0.0220287382372025,0.5209108141327844,0.4165631728352765,-0.14250757711835713,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
492,106,2023-10-15,349.4,Entregue,1,3,2023-10-17,2023-10-27,2023-10-27,0,5,Entregue,2,da Rosa,Transportadora_C,8,0.2,Região_B,1392,1.27,2,10,10,6,1,0,1.0,-1.552226250829176,-0.0220287382372025,-0.15355290723033735,0.5724959113297651,-1.791989627209704,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
493,274,2023-06-04,454.45,Entregue,1,8,2023-06-06,2023-06-13,2023-06-13,0,4,Entregue,1,Cardoso,Transportadora_H,4,0.11,Região_A,454,1.9,2,7,6,6,1,0,1.0,-1.4904448754564266,-0.0220287382372025,-0.8280166285934591,-2.039377458452919,0.6246933764125018,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
494,80,2023-01-03,5487.79,Entregue,5,3,2023-01-06,2023-01-19,2023-01-19,0,5,Entregue,3,Silveira de Goiás,Transportadora_C,8,0.2,Região_C,1336,1.7,3,13,1,1,0,0,1.0,1.4697328296237768,1.201790052718506,0.5209108141327844,0.4165631728352765,-0.14250757711835713,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
495,174,2023-12-19,1430.06,Entregue,1,3,2023-12-20,2024-01-04,2024-01-04,0,3,Entregue,5,Guerra,Transportadora_C,8,0.2,Região_E,1444,1.96,1,15,12,1,0,0,1.0,-0.9166749789556343,-1.245847529192911,0.9705532950415322,0.7172905970746474,0.8548536624717598,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
496,13,2023-07-25,7156.18,Entregue,5,4,2023-07-26,2023-08-05,2023-08-05,0,3,Entregue,2,Câmara do Oeste,Transportadora_D,8,0.27,Região_B,1392,1.27,1,10,7,1,0,0,1.0,2.45093634088643,-1.245847529192911,-0.15355290723033735,0.5724959113297651,-1.791989627209704,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
497,101,2023-01-12,201.68,Entregue,1,2,2023-01-14,2023-01-19,2023-01-19,0,4,Entregue,1,Ferreira dos Dourados,Transportadora_B,3,0.16,Região_A,454,1.9,2,5,1,3,0,0,1.0,-1.6391024504490006,-0.0220287382372025,-1.277659109502207,-2.039377458452919,0.6246933764125018,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
498,252,2023-06-12,4995.13,Entregue,5,7,2023-06-15,2023-06-24,2023-06-24,0,4,Entregue,4,Freitas,Transportadora_G,5,0.28,Região_D,1204,1.87,3,9,6,0,0,0,1.0,1.1799925879185051,1.201790052718506,-0.3783741476847113,0.0490074320982676,0.5096132333828737,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
499,146,2023-06-26,3791.73,Entregue,3,4,2023-06-27,2023-07-07,2023-07-07,0,4,Entregue,2,Machado Verde,Transportadora_D,8,0.27,Região_B,1392,1.27,1,10,6,0,0,0,1.0,0.47225620406732144,-1.245847529192911,-0.15355290723033735,0.5724959113297651,-1.791989627209704,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
500,227,2023-05-28,1989.84,Entregue,2,2,2023-05-29,2023-06-03,2023-06-06,3,2,Entregue,3,Novaes,Transportadora_B,3,0.16,Região_C,1336,1.7,1,5,5,6,1,1,0.625,-0.5874605257794538,-1.245847529192911,-1.277659109502207,0.4165631728352765,-0.14250757711835713,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
501,34,2023-10-30,4184.92,Entregue,4,3,2023-11-01,2023-11-14,2023-11-14,0,5,Entregue,3,Novais,Transportadora_C,8,0.2,Região_C,1336,1.7,2,13,10,0,0,0,1.0,0.703496746502461,-0.0220287382372025,0.5209108141327844,0.4165631728352765,-0.14250757711835713,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
502,103,2023-04-06,3388.48,Entregue,4,5,2023-04-08,2023-04-16,2023-04-16,0,5,Entregue,3,Melo,Transportadora_E,5,0.13,Região_C,1336,1.7,2,8,4,3,0,0,1.0,0.23509923482352071,-0.0220287382372025,-0.6031953881390851,0.4165631728352765,-0.14250757711835713,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503,115,2023-01-14,1883.31,Entregue,1,5,2023-01-16,2023-01-25,2023-01-25,0,5,Entregue,5,Cirino,Transportadora_E,5,0.13,Região_E,1444,1.96,2,9,1,5,1,0,1.0,-0.6501123098675929,-0.0220287382372025,-0.3783741476847113,0.7172905970746474,0.8548536624717598,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
504,64,2023-12-01,3160.78,Entregue,3,4,2023-12-04,2023-12-19,2023-12-26,7,2,Entregue,1,Ramos de Minas,Transportadora_D,8,0.27,Região_A,454,1.9,3,15,12,4,0,1,0.6818181818181818,0.10118567773284895,1.201790052718506,0.9705532950415322,-2.039377458452919,0.6246933764125018,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
505,35,2023-11-03,3364.78,Entregue,3,5,2023-11-05,2023-11-13,2023-11-13,0,4,Entregue,3,Alves da Serra,Transportadora_E,5,0.13,Região_C,1336,1.7,2,8,11,4,0,0,1.0,0.22116093309735074,-0.0220287382372025,-0.6031953881390851,0.4165631728352765,-0.14250757711835713,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
506,192,2023-09-20,5451.04,Entregue,5,6,2023-09-21,2023-10-09,2023-10-09,0,5,Entregue,4,Martins,Transportadora_F,10,0.21,Região_D,1204,1.87,1,18,9,2,0,0,1.0,1.4481196402382601,-1.245847529192911,1.645017016404654,0.0490074320982676,0.5096132333828737,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
507,183,2023-03-25,1644.69,Entregue,1,7,2023-03-27,2023-04-05,2023-04-05,0,4,Entregue,5,Almeida,Transportadora_G,5,0.28,Região_E,1444,1.96,2,9,3,5,1,0,1.0,-0.7904480718042469,-0.0220287382372025,-0.3783741476847113,0.7172905970746474,0.8548536624717598,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
508,149,2023-05-30,5349.86,Entregue,5,3,2023-06-02,2023-06-17,2023-06-17,0,4,Entregue,1,Dias,Transportadora_C,8,0.2,Região_A,454,1.9,3,15,5,1,0,0,1.0,1.3886142660334546,1.201790052718506,0.9705532950415322,-2.039377458452919,0.6246933764125018,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
509,139,2023-12-17,5134.16,Entregue,3,3,2023-12-19,2024-01-03,2024-01-08,5,2,Entregue,1,Costa da Praia,Transportadora_C,8,0.2,Região_A,454,1.9,2,15,12,6,1,1,0.75,1.2617580769054004,-0.0220287382372025,0.9705532950415322,-2.039377458452919,0.6246933764125018,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
510,249,2023-07-30,2125.6,Entregue,3,4,2023-07-31,2023-08-15,2023-08-15,0,5,Entregue,1,Ramos,Transportadora_D,8,0.27,Região_A,454,1.9,1,15,7,6,1,0,1.0,-0.5076181695623717,-1.245847529192911,0.9705532950415322,-2.039377458452919,0.6246933764125018,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
511,214,2023-08-24,1298.89,Entregue,1,1,2023-08-25,2023-09-05,2023-09-05,0,4,Entregue,2,Almeida,Transportadora_A,9,0.26,Região_B,1392,1.27,1,11,8,3,0,0,1.0,-0.9938178919270151,-1.245847529192911,0.07126833322403657,0.5724959113297651,-1.791989627209704,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
512,72,2023-08-15,6467.88,Entregue,5,2,2023-08-18,2023-08-23,2023-08-23,0,5,Entregue,3,Macedo,Transportadora_B,3,0.16,Região_C,1336,1.7,3,5,8,1,0,0,1.0,2.046137476830613,1.201790052718506,-1.277659109502207,0.4165631728352765,-0.14250757711835713,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
513,117,2023-06-07,1731.1,Entregue,2,7,2023-06-08,2023-06-17,2023-06-17,0,3,Entregue,4,da Luz,Transportadora_G,5,0.28,Região_D,1204,1.87,1,9,6,2,0,0,1.0,-0.7396291413334303,-1.245847529192911,-0.3783741476847113,0.0490074320982676,0.5096132333828737,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
514,10,2023-09-05,4282.44,Entregue,4,1,2023-09-08,2023-09-25,2023-09-25,0,4,Entregue,5,Rios,Transportadora_A,9,0.26,Região_E,1444,1.96,3,17,9,1,0,0,1.0,0.7608496234786677,1.201790052718506,1.4201957759502801,0.7172905970746474,0.8548536624717598,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
515,34,2023-06-04,1664.85,Entregue,1,4,2023-06-05,2023-06-18,2023-06-18,0,3,Entregue,3,Novais,Transportadora_D,8,0.27,Região_C,1336,1.7,1,13,6,6,1,0,1.0,-0.7785916936270492,-1.245847529192911,0.5209108141327844,0.4165631728352765,-0.14250757711835713,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
516,180,2023-01-15,598.43,Entregue,1,5,2023-01-18,2023-01-27,2023-01-27,0,4,Entregue,5,Sales,Transportadora_E,5,0.13,Região_E,1444,1.96,3,9,1,6,1,0,1.0,-1.4057682221849512,1.201790052718506,-0.3783741476847113,0.7172905970746474,0.8548536624717598,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
517,83,2023-09-14,5238.69,Entregue,5,1,2023-09-17,2023-10-02,2023-10-02,0,5,Entregue,3,da Mota,Transportadora_A,9,0.26,Região_C,1336,1.7,3,15,9,3,0,0,1.0,1.3232336329997698,1.201790052718506,0.9705532950415322,0.4165631728352765,-0.14250757711835713,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
518,145,2023-03-29,4535.05,Entregue,5,3,2023-03-31,2023-04-14,2023-04-14,0,3,Entregue,4,Silveira,Transportadora_C,8,0.2,Região_D,1204,1.87,2,14,3,2,0,0,1.0,0.9094131002317406,-0.0220287382372025,0.7457320545871583,0.0490074320982676,0.5096132333828737,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
519,182,2023-07-14,5085.45,Entregue,4,6,2023-07-15,2023-08-03,2023-08-04,1,3,Entregue,5,Melo,Transportadora_F,10,0.21,Região_E,1444,1.96,1,19,7,4,0,1,0.95,1.2331110441171413,-1.245847529192911,1.869838256859028,0.7172905970746474,0.8548536624717598,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
520,254,2023-07-04,2038.24,Entregue,3,8,2023-07-06,2023-07-11,2023-07-11,0,4,Entregue,2,da Conceição de Goiás,Transportadora_H,4,0.11,Região_B,1392,1.27,2,5,7,1,0,0,1.0,-0.5589958083302289,-0.0220287382372025,-1.277659109502207,0.5724959113297651,-1.791989627209704,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521,160,2023-12-18,4296.41,Entregue,4,4,2023-12-20,2024-01-04,2024-01-04,0,4,Entregue,5,Marques,Transportadora_D,8,0.27,Região_E,1444,1.96,2,15,12,0,0,0,1.0,0.7690655760151487,-0.0220287382372025,0.9705532950415322,0.7172905970746474,0.8548536624717598,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
522,92,2023-01-07,3325.33,Entregue,4,2,2023-01-10,2023-01-15,2023-01-19,4,2,Entregue,4,Araújo do Sul,Transportadora_B,3,0.16,Região_D,1204,1.87,3,5,1,5,1,1,0.5555555555555556,0.19795983592024471,1.201790052718506,-1.277659109502207,0.0490074320982676,0.5096132333828737,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
523,87,2023-02-03,2831.99,Entregue,3,7,2023-02-06,2023-02-12,2023-02-19,7,2,Entregue,2,da Costa,Transportadora_G,5,0.28,Região_B,1392,1.27,3,6,2,4,0,1,0.46153846153846156,-0.09218032330290889,1.201790052718506,-1.052837869047833,0.5724959113297651,-1.791989627209704,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
524,143,2023-10-25,7829.84,Entregue,5,5,2023-10-27,2023-11-05,2023-11-05,0,4,Entregue,4,Nunes,Transportadora_E,5,0.13,Região_D,1204,1.87,2,9,10,2,0,0,1.0,2.847125216027853,-0.0220287382372025,-0.3783741476847113,0.0490074320982676,0.5096132333828737,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
525,63,2023-05-09,2868.69,Entregue,4,1,2023-05-10,2023-05-26,2023-05-26,0,4,Entregue,4,Jesus,Transportadora_A,9,0.26,Região_D,1204,1.87,1,16,5,1,0,0,1.0,-0.0705965396172361,-1.245847529192911,1.1953745354959062,0.0490074320982676,0.5096132333828737,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
526,92,2023-07-15,7207.91,Entregue,5,8,2023-07-18,2023-07-25,2023-07-25,0,3,Entregue,4,Araújo do Sul,Transportadora_H,4,0.11,Região_D,1204,1.87,3,7,7,5,1,0,1.0,2.481359477945281,1.201790052718506,-0.8280166285934591,0.0490074320982676,0.5096132333828737,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
527,255,2023-09-09,4685.3,Entregue,5,7,2023-09-10,2023-09-19,2023-09-19,0,3,Entregue,4,Câmara do Amparo,Transportadora_G,5,0.28,Região_D,1204,1.87,1,9,9,5,1,0,1.0,0.9977772282636836,-1.245847529192911,-0.3783741476847113,0.0490074320982676,0.5096132333828737,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
528,231,2023-06-11,5185.61,Entregue,4,5,2023-06-12,2023-06-21,2023-06-21,0,3,Entregue,5,Albuquerque do Galho,Transportadora_E,5,0.13,Região_E,1444,1.96,1,9,6,6,1,0,1.0,1.292016542045124,-1.245847529192911,-0.3783741476847113,0.7172905970746474,0.8548536624717598,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
529,221,2023-03-10,1568.22,Entregue,3,8,2023-03-13,2023-03-20,2023-03-20,0,5,Entregue,1,Montenegro,Transportadora_H,4,0.11,Região_A,454,1.9,3,7,3,4,0,0,1.0,-0.8354211491460285,1.201790052718506,-0.8280166285934591,-2.039377458452919,0.6246933764125018,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
530,244,2023-10-15,2065.65,Entregue,2,5,2023-10-17,2023-10-26,2023-10-26,0,4,Entregue,5,Pires das Flores,Transportadora_E,5,0.13,Região_E,1444,1.96,2,9,10,6,1,0,1.0,-0.542875603675616,-0.0220287382372025,-0.3783741476847113,0.7172905970746474,0.8548536624717598,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
531,146,2023-06-14,1453.88,Entregue,1,1,2023-06-17,2023-06-28,2023-07-01,3,2,Entregue,2,Machado Verde,Transportadora_A,9,0.26,Região_B,1392,1.27,3,11,6,2,0,1,0.7857142857142857,-0.902666103549838,1.201790052718506,0.07126833322403657,0.5724959113297651,-1.791989627209704,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
532,175,2023-07-14,808.32,Entregue,1,6,2023-07-16,2023-08-04,2023-08-04,0,3,Entregue,5,Sousa das Flores,Transportadora_F,10,0.21,Região_E,1444,1.96,2,19,7,4,0,0,1.0,-1.2823289753787976,-0.0220287382372025,1.869838256859028,0.7172905970746474,0.8548536624717598,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
533,127,2023-05-01,2818.92,Entregue,3,6,2023-05-02,2023-05-21,2023-05-26,5,2,Entregue,5,Castro,Transportadora_F,10,0.21,Região_E,1444,1.96,1,19,5,0,0,1,0.7916666666666666,-0.09986697324219321,-1.245847529192911,1.869838256859028,0.7172905970746474,0.8548536624717598,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
534,236,2023-12-03,2641.77,Entregue,4,8,2023-12-04,2023-12-11,2023-12-11,0,4,Entregue,5,Brito,Transportadora_H,4,0.11,Região_E,1444,1.96,1,7,12,6,1,0,1.0,-0.20405136779033783,-1.245847529192911,-0.8280166285934591,0.7172905970746474,0.8548536624717598,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
535,293,2023-07-19,3146.63,Entregue,3,4,2023-07-20,2023-08-04,2023-08-04,0,5,Entregue,5,Lima do Oeste,Transportadora_D,8,0.27,Região_E,1444,1.96,1,15,7,2,0,0,1.0,0.0928638646769288,-1.245847529192911,0.9705532950415322,0.7172905970746474,0.8548536624717598,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
536,86,2023-11-11,3731.3,Entregue,3,2,2023-11-13,2023-11-16,2023-11-16,0,5,Entregue,2,Cassiano,Transportadora_B,3,0.16,Região_B,1392,1.27,2,3,11,5,1,0,1.0,0.4367164752355723,-0.0220287382372025,-1.7273015904109548,0.5724959113297651,-1.791989627209704,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
537,148,2023-05-16,1061.38,Entregue,1,7,2023-05-19,2023-05-28,2023-05-28,0,5,Entregue,5,Sousa,Transportadora_G,5,0.28,Região_E,1444,1.96,3,9,5,1,0,0,1.0,-1.133500847327127,1.201790052718506,-0.3783741476847113,0.7172905970746474,0.8548536624717598,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
538,297,2023-02-18,7414.21,Entregue,5,7,2023-02-20,2023-02-26,2023-03-05,7,1,Entregue,2,Vargas do Amparo,Transportadora_G,5,0.28,Região_B,1392,1.27,2,6,2,5,1,1,0.46153846153846156,2.6026873955026177,-0.0220287382372025,-1.052837869047833,0.5724959113297651,-1.791989627209704,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
539,259,2023-06-03,4492.91,Entregue,4,5,2023-06-05,2023-06-14,2023-06-14,0,4,Entregue,4,Rezende,Transportadora_E,5,0.13,Região_D,1204,1.87,2,9,6,5,1,0,1.0,0.8846299764030143,-0.0220287382372025,-0.3783741476847113,0.0490074320982676,0.5096132333828737,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
540,10,2023-11-18,3598.54,Entregue,5,7,2023-11-20,2023-11-29,2023-11-29,0,5,Entregue,5,Rios,Transportadora_G,5,0.28,Região_E,1444,1.96,2,9,11,5,1,0,1.0,0.3586384610091444,-0.0220287382372025,-0.3783741476847113,0.7172905970746474,0.8548536624717598,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
541,268,2023-04-13,2352.35,Entregue,3,5,2023-04-14,2023-04-23,2023-04-23,0,4,Entregue,1,Pimenta,Transportadora_E,5,0.13,Região_A,454,1.9,1,9,4,3,0,0,1.0,-0.3742633207687404,-1.245847529192911,-0.3783741476847113,-2.039377458452919,0.6246933764125018,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
542,33,2023-11-21,1356.49,Entregue,2,3,2023-11-23,2023-12-06,2023-12-06,0,5,Entregue,3,Azevedo,Transportadora_C,8,0.2,Região_C,1336,1.7,2,13,11,1,0,0,1.0,-0.95994252570645,-0.0220287382372025,0.5209108141327844,0.4165631728352765,-0.14250757711835713,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
543,208,2023-05-03,582.99,Entregue,1,1,2023-05-04,2023-05-21,2023-05-28,7,2,Entregue,1,Araújo de Minas,Transportadora_A,9,0.26,Região_A,454,1.9,1,17,5,2,0,1,0.7083333333333334,-1.4148487022968526,-1.245847529192911,1.4201957759502801,-2.039377458452919,0.6246933764125018,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
544,249,2023-10-14,4005.11,Entregue,4,3,2023-10-16,2023-10-31,2023-11-07,7,2,Entregue,1,Ramos,Transportadora_C,8,0.2,Região_A,454,1.9,2,15,10,5,1,1,0.6818181818181818,0.5977479687226028,-0.0220287382372025,0.9705532950415322,-2.039377458452919,0.6246933764125018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
545,22,2023-09-06,1345.53,Entregue,1,6,2023-09-07,2023-09-26,2023-09-26,0,3,Entregue,5,Viana Verde,Transportadora_F,10,0.21,Região_E,1444,1.96,1,19,9,2,0,0,1.0,-0.9663882551123075,-1.245847529192911,1.869838256859028,0.7172905970746474,0.8548536624717598,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
546,187,2023-12-10,234.53,Entregue,1,3,2023-12-13,2023-12-23,2023-12-23,0,5,Entregue,2,Costa,Transportadora_C,8,0.2,Região_B,1392,1.27,3,10,12,6,1,0,1.0,-1.6197829056513344,1.201790052718506,-0.15355290723033735,0.5724959113297651,-1.791989627209704,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
